airline,flight_number,origin,destination,arrival_date,symptoms_onset_date,close_contact_rows,reporting_state
Silk Air,MI801,Singapore,Darwin,Sat 21 March 2020,Sat 04 April 2020,,NT
British Airways,BA011,London,Singapore,Sat 21 March 2020,Sat 04 April 2020,"65,66,67,68,69",ACT
Jetstar,JQ504,Melbourne,Sydney,Fri 20 March 2020,Fri 03 April 2020,"20, 21, 22, 23, 24, 25, 26",NSW
Qantas,QF556,Sydney,Brisbane,Fri 20 March 2020,Fri 03 April 2020,"11, 12, 13, 14, 15",NSW
Qantas,QF2213,Sydney,Albury,Fri 20 March 2020,Fri 03 April 2020,"8, 9, 10, 11, 12",NSW
Qantas,QF2046,Sydney,Dubbo,Fri 20 March 2020,Fri 03 April 2020,"12, 13, 14, 15, 16",NSW
Qantas,QF2229,Sydney,Wagga,Fri 20 March 2020,Fri 03 April 2020,"13, 14, 15, 16, 17",NSW
Virgin,VA917,Sydney,Brisbane,Fri 20 March 2020,Fri 03 April 2020,"15, 16, 17, 18, 19, 20, 21, 22, 23 24",NSW
Qantas,QF761,Sydney,Adelaide,Fri 20 March 2020,Fri 03 April 2020,,SA
Qantas,QF741,Sydney,Adelaide,Fri 20 March 2020,Fri 03 April 2020,,SA
Qantas,QF761,Sydney,Adelaide,Fri 20 March 2020,Fri 03 April 2020,,SA
Qantas,QF741,Sydney,Adelaide,Fri 20 March 2020,Fri 03 April 2020,,SA
Jetstar,JQ563,Brisbane,Melbourne,Fri 20 March 2020,Fri 03 April 2020,,SA
Qantas,QF741,Sydney,Adelaide,Fri 20 March 2020,Fri 03 April 2020,,SA
Virgin Australia,VA444,Sydney,Adelaide,Fri 20 March 2020,Fri 03 April 2020,,SA
Virgin Australia,VA428,Sydney,Adelaide,Fri 20 March 2020,Fri 03 April 2020,,SA
Virgin,VA559,Sydney,Perth,Fri 20 March 2020,Fri 03 April 2020,"15, 16, 17, 18, 19",WA
Emirates,EK0420,Dubai,Perth,Fri 20 March 2020,Fri 03 April 2020,"13, 14, 15, 16, 17",WA
REX airlines,ZL2125,Perth,Albany,Fri 20 March 2020,Fri 03 April 2020,"3, 4, 5, 6, 7",WA
Emirates,EK004,London,Dubai,Fri 20 March 2020,Fri 03 April 2020,,QLD
Emirates,EK0434,Dubai,Brisbane,Fri 20 March 2020,Fri 03 April 2020,,QLD
Emirates,EK434,Dubai,Brisbane,Fri 20 March 2020,Fri 03 April 2020,,QLD
Qantas,QF10,Heathrow,Perth,Fri 20 March 2020,Fri 03 April 2020,,QLD
Qantas,QF16,Los Angeles,Brisbane,Fri 20 March 2020,Fri 03 April 2020,,QLD
Singapore airlines,SQ255,Singapore,Brisbane,Fri 20 March 2020,Fri 03 April 2020,,QLD
Virgin,VA1115,Brisbane,Proserpine,Fri 20 March 2020,Fri 03 April 2020,,QLD
Virgin,VA1393,Adelaide,Brisbane,Fri 20 March 2020,Fri 03 April 2020,,QLD
Virign Airlines,VA1555,Sydney,Hervey Bay,Fri 20 March 2020,Fri 03 April 2020,,QLD
Virgin,VA353,Melbourne,Brisbane,Fri 20 March 2020,Fri 03 April 2020,,QLD
Virgin,VA917,Sydney,Brisbane,Fri 20 March 2020,Fri 03 April 2020,,QLD
Qantas,QF840,Sydney,Darwin,Fri 20 March 2020,Fri 03 April 2020,,NT
British Airways,BA15,London (via Singapore),Sydney,Fri 20 March 2020,Fri 03 April 2020,"47,48,49,50,51",ACT
Qantas,QF1467,Sydney,Canberra,Fri 20 March 2020,Fri 03 April 2020,"10,11,12,13,14",ACT
Qantas,QF412,Melbourne,Sydney,Thu 19 March 2020,Thu 02 April 2020,"22, 23, 24, 25, 26, 27",NSW
Qantas,QF525,Brisbane,Sydney,Thu 19 March 2020,Thu 02 April 2020,"9, 10, 11, 12, 13, 14",NSW
Qantas,QF577,Sydney,Perth,Thu 19 March 2020,Thu 02 April 2020,TBC,NSW
Qantas,QF2004,Sydney,Tamworth,Thu 19 March 2020,Thu 02 April 2020,"13, 14, 15, 16, 17",NSW
Qantas,QF2221,Sydney,Wagga,Thu 19 March 2020,Thu 02 April 2020,"6, 7, 8, 9, 10",NSW
Rex,ZL717,Sydney (via Cooma),Merimbula,Thu 19 March 2020,Thu 02 April 2020,"6, 7, 8, 9, 10",NSW
Virgin,VA1178,Sydney,Albury,Thu 19 March 2020,Thu 02 April 2020,"10, 11, 12, 13, 14",NSW
Virgin,VA943,Sydney,Brisbane,Thu 19 March 2020,Thu 02 April 2020,"4, 5, 6, 7, 8",NSW
Virgin Australia,VA444,Sydney,Adelaide,Thu 19 March 2020,Thu 02 April 2020,,SA
Jetstar,JQ768,Sydney,Adelaide,Thu 19 March 2020,Thu 02 April 2020,,SA
Qantas,QF759,Sydney,Adelaide,Thu 19 March 2020,Thu 02 April 2020,,SA
Virgin Australia,VA428,Sydney,Adelaide,Thu 19 March 2020,Thu 02 April 2020,,SA
Jetstar,JQ764,Sydney,Adelaide,Thu 19 March 2020,Thu 02 April 2020,,SA
Virgin Australia,VA436,Sydney,Adelaide,Thu 19 March 2020,Thu 02 April 2020,,SA
Virgin Australia,VA418,Sydney,Adelaide,Thu 19 March 2020,Thu 02 April 2020,,SA
Virgin Australia,VA249,Melbourne,Adelaide,Thu 19 March 2020,Thu 02 April 2020,,SA
Virgin Australia,VA444,Sydney,Adelaide,Thu 19 March 2020,Thu 02 April 2020,,SA
Qantas,QF759,Sydney,Adelaide,Thu 19 March 2020,Thu 02 April 2020,,SA
Jetstar,JQ768,Sydney,Adelaide,Thu 19 March 2020,Thu 02 April 2020,,SA
Virgin Australia,VA428,Sydney,Adelaide,Thu 19 March 2020,Thu 02 April 2020,,SA
Jetstar,JQ764,Sydney,Adelaide,Thu 19 March 2020,Thu 02 April 2020,,SA
Virgin Australia,VA436,Sydney,Adelaide,Thu 19 March 2020,Thu 02 April 2020,,SA
Virgin Australia,VA418,Sydney,Adelaide,Thu 19 March 2020,Thu 02 April 2020,,SA
Virgin Australia,VA249,Melbourne,Adelaide,Thu 19 March 2020,Thu 02 April 2020,,SA
Virgin Australia,VA838,Sydney,Melbourne,Thu 19 March 2020,Thu 02 April 2020,,SA
QANTAS,QF577,Sydney,Perth,Thu 19 March 2020,Thu 02 April 2020,"27, 28, 29, 30, 31 and 48. 49, 50, 51, 52",WA
QANTAS,QF10,London,Perth,Thu 19 March 2020,Thu 02 April 2020,"4, 5, 6, 7, 8",WA
Emirates,EK0420,Dubai,Perth,Thu 19 March 2020,Thu 02 April 2020,"2, 3, 4, 5, 6 & 62, 63, 64, 65, 66",WA
Tiger Airways,TT761,Sydney,Perth,Thu 19 March 2020,Thu 02 April 2020,"1, 2, 3, 26, 27, 28, 29, 30",WA
QANTAS,QF557,Sydney,Perth,Thu 19 March 2020,Thu 02 April 2020,"22, 23, 24, 25, 26, 27, 28, 29, 30, 31",WA
Virgin,VA555,Sydney,Perth,Thu 19 March 2020,Thu 02 April 2020,"30, 31, 32, 33, 34",WA
Virgin,VA559,Sydney,Perth,Thu 19 March 2020,Thu 02 April 2020,"14, 15, 16, 17, 18, 29, 30, 31, 32, 33, 38, 39, 40, 41, 42",WA
QANTAS,QF577,Sydney,Perth,Thu 19 March 2020,Thu 02 April 2020,"44, 45, 46, 47, 48, 49, 50, 51, 52, 55, 56, 57, 58, 59",WA
QANTAS,QF0583,Sydney,Perth,Thu 19 March 2020,Thu 02 April 2020,"22, 23, 24, 25, 26, 27, 28, 29, 30, 31",WA
Virgin,VA464,Brisbane,Perth,Thu 19 March 2020,Thu 02 April 2020,"9, 10, 11, 12, 13",WA
Qatar,QR900,Doha,Perth,Thu 19 March 2020,Thu 02 April 2020,"32, 33, 34, 35, 36",WA
QANTAS,QF2656,Perth,Broome,Thu 19 March 2020,Thu 02 April 2020,"9, 10, 11, 12, 13, 14, 15, 16",WA
QANTAS,QF2982,Perth,Geraldton,Thu 19 March 2020,Thu 02 April 2020,"6, 7, 8, 9, 10",WA
Virgin,VA557,Sydney,Perth,Thu 19 March 2020,Thu 02 April 2020,"35, 36, 37, 38, 39",WA
Emirates,EK412,Dubai,Sydney,Thu 19 March 2020,Thu 02 April 2020,,QLD
Emirates,EK434,Dubai,Brisbane,Thu 19 March 2020,Thu 02 April 2020,,QLD
Etihad,EY484,Abu Dhabi,Brisbane,Thu 19 March 2020,Thu 02 April 2020,,QLD
Jetstar,JQ420,Sydney,Coolangatta,Thu 19 March 2020,Thu 02 April 2020,,QLD
Jetstar,JQ58,Denpasar Bali,Brisbane,Thu 19 March 2020,Thu 02 April 2020,,QLD
Jetstar,JQ814,Sydney,Brisbane,Thu 19 March 2020,Thu 02 April 2020,,QLD
Jetstar,JST428,Sydney,Coolangatta,Thu 19 March 2020,Thu 02 April 2020,,QLD
Qantas,QF16,Los Angeles,Brisbane,Thu 19 March 2020,Thu 02 April 2020,,QLD
Qantas,QF512,Sydney,Brisbane,Thu 19 March 2020,Thu 02 April 2020,,QLD
Qantas,QF52,Singapore,Brisbane,Thu 19 March 2020,Thu 02 April 2020,,QLD
Qantas,QF520,Sydney,Brisbane,Thu 19 March 2020,Thu 02 April 2020,,QLD
Qantas,QF524,Sydney,Brisbane,Thu 19 March 2020,Thu 02 April 2020,,QLD
Qantas,QF530,Sydney,Brisbane,Thu 19 March 2020,Thu 02 April 2020,,QLD
Qantas,QF538,Sydney,Brisbane,Thu 19 March 2020,Thu 02 April 2020,,QLD
Qantas,QF540,Sydney,Brisbane,Thu 19 March 2020,Thu 02 April 2020,,QLD
Qantas,QF550,Sydney,Brisbane,Thu 19 March 2020,Thu 02 April 2020,,QLD
Qantas,QF556,Sydney,Brisbane,Thu 19 March 2020,Thu 02 April 2020,,QLD
Qantas,QF780,Brisbane,Cairns,Thu 19 March 2020,Thu 02 April 2020,,QLD
Tiger Airlines,TT604,Sydney,Gold Coast,Thu 19 March 2020,Thu 02 April 2020,,QLD
Virgin Australia,VA08,Los Angeles,Brisbane,Thu 19 March 2020,Thu 02 April 2020,,QLD
Virgin,VA1243,Brisbane,Rockhampton,Thu 19 March 2020,Thu 02 April 2020,,QLD
Virgin,VA1249,Brisbane,Rockhampton,Thu 19 March 2020,Thu 02 April 2020,,QLD
Virgin,VA1405,Adelaide,Brisbane,Thu 19 March 2020,Thu 02 April 2020,,QLD
Virgin Airlines,VA379,Brisbane,Townsville,Thu 19 March 2020,Thu 02 April 2020,,QLD
Virgin Airlines,VA543,Sydney,Gold Coast,Thu 19 March 2020,Thu 02 April 2020,,QLD
Virgin Australia,VA7123,Abu Dhabi,Brisbane,Thu 19 March 2020,Thu 02 April 2020,,QLD
Virgin Australia,VA8,Los Angeles,Brisbane,Thu 19 March 2020,Thu 02 April 2020,,QLD
Virgin,VA932,Sydeny,Brisbane,Thu 19 March 2020,Thu 02 April 2020,,QLD
Virgin Airlines,VA935,Sydney,Brisbane,Thu 19 March 2020,Thu 02 April 2020,,QLD
Virgin Airlines,VA935,Sydney,Brisbane,Thu 19 March 2020,Thu 02 April 2020,,QLD
Virgin Airlines,VA947,Sydney,Brisbane,Thu 19 March 2020,Thu 02 April 2020,,QLD
Virgin Airlines,VA951,Sydney,Brisbane,Thu 19 March 2020,Thu 02 April 2020,,QLD
Virgin,VA957,Sydney,Brisbane,Thu 19 March 2020,Thu 02 April 2020,,QLD
Jetstar,JQ954,Sydney,Cairns,Thu 19 March 2020,Thu 02 April 2020,,QLD
Jetstar,JQ989,Perth,Sydney,Thu 19 March 2020,Thu 02 April 2020,,QLD
Virgin,VA733,Melbourne,Gold Coast,Thu 19 March 2020,Thu 02 April 2020,,QLD
Virgin,VA523,Sydney,Coolangatta,Thu 19 March 2020,Thu 02 April 2020,,QLD
Qantas,QF654,Perth,Brisbane,Thu 19 March 2020,Thu 02 April 2020,,QLD
Qantas,QF548,Sydney,Brisbane,Thu 19 March 2020,Thu 02 April 2020,,QLD
Jetstar,JQ82,Denpasar,Darwin,Thu 19 March 2020,Thu 02 April 2020,,NT
Qantas,QF824,Brisbane,Darwin,Thu 19 March 2020,Thu 02 April 2020,,NT
Jetstar,JQ672,Sydney,Darwin,Thu 19 March 2020,Thu 02 April 2020,,NT
Etihad,EY450,Abu Dhabi,Sydney,Thu 19 March 2020,Thu 02 April 2020,"15,16,17,18,19",ACT
Virgin Australia,VA640,Sydney,Canberra,Thu 19 March 2020,Thu 02 April 2020,"10,11,12,13,14",ACT
Singapore Airlines,SQ288,Singapore (via Sydney),Canberra,Thu 19 March 2020,Thu 02 April 2020,"30,31,32,33,34",ACT
Jetstar,JQ403,Sydney,Gold Coast,Wed 18 March 2020,Wed 01 April 2020,"24, 25, 26, 27, 28",NSW
Jetstar,JQ661,Ayers Rock,Sydney,Wed 18 March 2020,Wed 01 April 2020,"24, 25, 26, 27, 28",NSW
Jetstar,JQ953,Cairns,Sydney,Wed 18 March 2020,Wed 01 April 2020,"12, 13, 14, 15, 1624, 25, 26, 27, 28",NSW
Qantas,QF566,Perth,Sydney,Wed 18 March 2020,Wed 01 April 2020,"27, 28, 29, 30, 31",NSW
Qantas,QF52020,Sydney,Brisbane,Wed 18 March 2020,Wed 01 April 2020,"17, 18, 19, 20, 21",NSW
Virgin,VA632,Sydney,Canberra,Wed 18 March 2020,Wed 01 April 2020,"14, 15, 16, 17, 18",NSW
Qantas,QF783,Sydney,Adelaide,Wed 18 March 2020,Wed 01 April 2020,,SA
Qantas,QF759,Sydney,Adelaide,Wed 18 March 2020,Wed 01 April 2020,,SA
Virgin Australia,VA243,Melbourne,Adelaide,Wed 18 March 2020,Wed 01 April 2020,,SA
Virgin Australia,VA243,Melbourne,Adelaide,Wed 18 March 2020,Wed 01 April 2020,,SA
Qantas,QF783,Sydney,Adelaide,Wed 18 March 2020,Wed 01 April 2020,,SA
Qantas,QF759,Sydney,Adelaide,Wed 18 March 2020,Wed 01 April 2020,,SA
Qantas,QF741,Sydney,Adelaide,Wed 18 March 2020,Wed 01 April 2020,,SA
Qantas,QF761,Melbourne,Adelaide,Wed 18 March 2020,Wed 01 April 2020,,SA
QANTAS,QF485,Melbourne,Perth,Wed 18 March 2020,Wed 01 April 2020,"1, 2, 3, 4",WA
Jetstar,JQ109,Denpasar,Perth,Wed 18 March 2020,Wed 01 April 2020,"26, 27, 28, 29, 30",WA
QANTAS,QF72,Singapore,Perth,Wed 18 March 2020,Wed 01 April 2020,"33, 34, 35, 36, 37",WA
QANTAS,QF2659,Broome,Perth,Wed 18 March 2020,Wed 01 April 2020,"17, 18, 19, 20, 21",WA
QANTAS,QF581,Sydney,Perth,Wed 18 March 2020,Wed 01 April 2020,"52, 53, 54, 55, 56",WA
QANTAS,QF571,Sydeny,Perth,Wed 18 March 2020,Wed 01 April 2020,"32, 33, 34, 35, 36",WA
Emirates,EK412,Dubai,Sydney,Wed 18 March 2020,Wed 01 April 2020,,QLD
Emirates,EK434,Dubai,Brisbane,Wed 18 March 2020,Wed 01 April 2020,,QLD
Emirates,EK434,Dubai,Brisbane,Wed 18 March 2020,Wed 01 April 2020,,QLD
Emirates,EK5901,Brisbane,Mackay,Wed 18 March 2020,Wed 01 April 2020,,QLD
Etihad,EY484,Abu Dhabi,Brisbane,Wed 18 March 2020,Wed 01 April 2020,,QLD
Etihad,EY484,Cairo,Brisbane,Wed 18 March 2020,Wed 01 April 2020,,QLD
Jetstar,JQ403,Gold Coast,Sydney,Wed 18 March 2020,Wed 01 April 2020,,QLD
Jetstar,JQ403,Gold Coast,Sydney,Wed 18 March 2020,Wed 01 April 2020,,QLD
Jetstar,JQ424,Sydney,Gold Coast,Wed 18 March 2020,Wed 01 April 2020,,QLD
Jetstar,JQ812,Sydney,Brisbane,Wed 18 March 2020,Wed 01 April 2020,,QLD
Qantas,QF0052,Singapore,Brisbane,Wed 18 March 2020,Wed 01 April 2020,,QLD
Qantas,QF1436,Sydney,Toowoomba,Wed 18 March 2020,Wed 01 April 2020,,QLD
Qantas,QF16,Los Angeles,Brisbane,Wed 18 March 2020,Wed 01 April 2020,,QLD
Qantas,QF2378,Brisbane,Hervey Bay,Wed 18 March 2020,Wed 01 April 2020,,QLD
Qantas,QF52,Singapore,Brisbane,Wed 18 March 2020,Wed 01 April 2020,,QLD
Qantas,QF520,Sydney,Brisbane,Wed 18 March 2020,Wed 01 April 2020,,QLD
Qantas,QF524,Sydney,Brisbane,Wed 18 March 2020,Wed 01 April 2020,,QLD
Qantas,QF538,Sydney,Brisbane,Wed 18 March 2020,Wed 01 April 2020,,QLD
Qantas,QF56,Los Angeles,Brisbane,Wed 18 March 2020,Wed 01 April 2020,,QLD
QANTAS,QF8,Dallas,Sydney,Wed 18 March 2020,Wed 01 April 2020,,QLD
Qantas,QF922,Sydney,Cairns,Wed 18 March 2020,Wed 01 April 2020,,QLD
Singapore Airlines,SQ245,Singapore,Brisbane,Wed 18 March 2020,Wed 01 April 2020,,QLD
Virgin Australia,VA2,Los Angeles,Sydney,Wed 18 March 2020,Wed 01 April 2020,,QLD
Virgin Airlines,VA931,Sydney,Brisbane,Wed 18 March 2020,Wed 01 April 2020,,QLD
Virgin,VA981,Sydney,Brisbane,Wed 18 March 2020,Wed 01 April 2020,,QLD
Tiger,TT612,Sydney,Brisbane,Wed 18 March 2020,Wed 01 April 2020,,QLD
Qantas,QF74,San Francisco,Sydney,Wed 18 March 2020,Wed 01 April 2020,"54,55,56,57,58",ACT
Etihad,EY450,Abu Dhabi,Sydney,Wed 18 March 2020,Wed 01 April 2020,"42,43,44,45,46",ACT
Emirates,QF8412,Dubai,Sydney,Wed 18 March 2020,Wed 01 April 2020,"24,25,26,27,28",ACT
Qantas,QF812,Melbourne,Canberra,Wed 18 March 2020,Wed 01 April 2020,N/A,ACT
Virgin Australia,VA640,Sydney,Canberra,Wed 18 March 2020,Wed 01 April 2020,"3,4,5,6,7",ACT
Qantas,QF1513,Sydney,Canberra,Wed 18 March 2020,Wed 01 April 2020,,ACT
Qantas,QF1473,Sydney,Canberra,Wed 18 March 2020,Wed 01 April 2020,"1,2,3,4,5",ACT
FlyCorporate,FC226,Melbourne,Wollongong,Tue 17 March 2020,Tue 31 March 2020,"9, 10, 11, 12, 13",NSW
Jetstar,JQ514,Melbourne,Sydney,Tue 17 March 2020,Tue 31 March 2020,"7, 8, 9, 10, 11",NSW
Qantas,QF429,Sydney,Melbourne,Tue 17 March 2020,Tue 31 March 2020,"7, 8, 9, 10, 11",NSW
Virgin,VA1628,Uluru,Sydney,Tue 17 March 2020,Tue 31 March 2020,"13, 14, 15, 16, 17",NSW
Virgin Australia,VA437,Sydney,Adelaide,Tue 17 March 2020,Tue 31 March 2020,,SA
Qantas,QF759,Sydney,Adelaide,Tue 17 March 2020,Tue 31 March 2020,,SA
Qantas,QF677,Melbourne,Adelaide,Tue 17 March 2020,Tue 31 March 2020,,SA
Virgin Australia,VA437,Adelaide,Sydney,Tue 17 March 2020,Tue 31 March 2020,,SA
Qantas,QF759,Sydney,Adelaide,Tue 17 March 2020,Tue 31 March 2020,,SA
Qantas,QF677,Melbourne,Adelaide,Tue 17 March 2020,Tue 31 March 2020,,SA
Emirates,EK0420,Dubai,Perth,Tue 17 March 2020,Tue 31 March 2020,"44, 45, 46, 47, 48 & 51, 52, 53, 54, 55 & 82, 83, 84,85, 86",WA
QANTAS,QF769,Melbourne,Perth,Tue 17 March 2020,Tue 31 March 2020,"53, 54, 55, 56, 57",WA
Emirates,EK0420,Dubai,Perth,Tue 17 March 2020,Tue 31 March 2020,"71, 72, 73, 74, 75",WA
QANTAS,QF769,Melbourne,Perth,Tue 17 March 2020,Tue 31 March 2020,"53, 54, 55, 56, 57",WA
QANTAS,QF10,London,Perth,Tue 17 March 2020,Tue 31 March 2020,"55, 56, 57, 58, 59",WA
Air Canada,AC53,Vancouver,Brisbane,Tue 17 March 2020,Tue 31 March 2020,,QLD
Royal Brunei Airlines,BI9,Brunei,Brisbane,Tue 17 March 2020,Tue 31 March 2020,,QLD
